id,date,professor_name_raw,department,course_name,term,comment_text,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,clean_department,clean_comment_text,professor_name,grading_status,attendance_status,clean_tokens_list,simple_label,simple_score,bert_label,bert_score
714,2022-02-12T16:36:11,هاشمی نژاد,مکانیک,دینامیک,بهمن 99,"سمی ترین بی ارزش ترین و پرادعاترین استاد دانشکده و در عین حال بی خاصیت ترین.
همه کلاسو به جز یک نفر هم انداخت در ضمن.
منبعشون هم یک مشت خطی خطی نامفهومه.",1.0,1.0,1.0,1.0,1.0,1.0,مکانیک,سمی ترین بی ارزش ترین و پرادعاترین استاد دانشکده و در عین حال بی خاصیت ترین. همه کلاسو به جز یک نفر هم انداخت در ضمن. منبعشون هم یک مشت خطی خطی نامفهومه.,هاشمی نژاد,سخت‌گیر,آزاد,"['سمی\u200cترین', 'بی\u200cارزش\u200cترین', 'پرادعاترین', 'استاد', 'دانشکده', 'بی\u200cخاصیت\u200cترین', '.', 'کلاسو', 'نفر', 'انداخت', '.', 'منبعشون', 'مشت', 'خطی', 'خطی', 'نامفهومه', '.']",Neutral,0,Negative,-0.9547591209411621
715,2022-02-12T19:59:17,احمدی,فیزیک,آز فیزیک 1,مهر 99,چیزی اضافه ایی نیست,4.0,6.0,5.0,7.0,3.0,8.0,فیزیک,چیزی اضافه ایی نیست,احمدی,سخت‌گیر,نامشخص,"['اضافه', 'ایی']",Neutral,0,Negative,-0.6018742322921753
716,2022-02-13T10:51:28,کامران دانشجو,مکانیک,مقاومت مصالح ۱,,,,,,,,,مکانیک,,کامران دانشجو,نامشخص,نامشخص,[],Neutral,0,Neutral,0.0
717,2022-02-13T11:45:35,قندهاریون,مکانیک,ترمودینامیک ۲,,,,,,,,,مکانیک,,سمانه قندهاریون,نامشخص,نامشخص,[],Neutral,0,Neutral,0.0
718,2022-02-16T17:31:08,سید صالح اعتمادی,مهندسی کامپیوتر,مبانی کامپیوتر و برنامه سازی_کارگاه کامپیوتر_برنامه سازی پیشرفته,مهر 1400,چیزی اضافه ایی نیست,2.0,5.0,2.0,5.0,9.0,10.0,مهندسی کامپیوتر,چیزی اضافه ایی نیست,سید صالح اعتمادی,منصفانه,سخت‌گیر,"['اضافه', 'ایی']",Neutral,0,Negative,-0.6018742322921753
719,2022-02-16T21:55:21,سید علی اصغر بهشتی شیرازی,برق,شبکه‌های کامپیوتری در مخابرات,مهر 1400,"هیچگونه تعاملی با دانشجو ندارند.
سرکلاس فقط خودشون صحبت میکنند و هیچ صحبت و سوال و جوابی با دانشجو انجام نمی‌شود. هیچگونه تمرینی داده نمیشه.
TA ندارند
اصلا به سوال دانشجو و ایمیل پاسخی نمی‌دهند.
اگر کیفیت صدا پایین باشد برای استاد هیچ اهمیتی ندارد و به تدریس ادامه می دهند.
حجم بسیار زیادی تدریس می‌کنند و اعتراض‌به نمره هیچگونه اثری ندارد.",1.0,8.0,1.0,1.0,1.0,1.0,برق,هیچگونه تعاملی با دانشجو ندارند. سرکلاس فقط خودشون صحبت میکنند و هیچ صحبت و سوال و جوابی با دانشجو انجام نمی شود. هیچگونه تمرینی داده نمیشه. TA ندارند اصلا به سوال دانشجو و ایمیل پاسخی نمی دهند. اگر کیفیت صدا پایین باشد برای استاد هیچ اهمیتی ندارد و به تدریس ادامه می دهند. حجم بسیار زیادی تدریس می کنند و اعتراض به نمره هیچگونه اثری ندارد.,سید علی اصغر بهشتی شیرازی,سخت‌گیر,آزاد,"['هیچگونه', 'تعاملی', 'دانشجو', '.', 'سرکلاس', 'خودشون', 'صحبت', 'صحبت', 'سوال', 'جوابی', 'دانشجو', 'انجام', '.', 'هیچگونه', 'تمرینی', 'نمیشه', '.', 'TA', 'اصلا', 'سوال', 'دانشجو', 'ایمیل', 'پاسخی', 'نمی\u200cدهند', '.', 'کیفیت', 'صدا', 'پایین', 'استاد', 'اهمیتی', 'تدریس', 'ادامه', '.', 'حجم', 'تدریس', 'اعتراض\u200cبه', 'نمره', 'هیچگونه', 'اثری', '.']",Neutral,0,Negative,-0.9494292140007019
720,2022-02-23T18:01:39,افشین نمیرانیان,فیزیک,فیزیک1,مهر 1400,چیز بدی که هست اینه که نمی تونید فایل های ضبط شده کلاس رو بعدا ببینید و یا دانلود کنید. امتحاناتشون هم قابل برگشت نیستن.,10.0,8.0,7.0,10.0,6.0,10.0,فیزیک,چیز بدی که هست اینه که نمی تونید فایل های ضبط شده کلاس رو بعدا ببینید و یا دانلود کنید. امتحاناتشون هم قابل برگشت نیستن.,افشین نمیرانیان,منصفانه,آزاد,"['بدی', 'هست', 'اینه', 'نمی\u200cتونید', 'فایل\u200cهای', 'ضبط\u200cشده', 'کلاس', 'بعدا', 'ببینید', 'دانلود', '.', 'امتحاناتشون', 'برگشت', 'نیستن', '.']",Neutral,0,Negative,-0.6562907695770264
721,2022-02-23T23:17:10,افشین نمیرانیان,فیزیک,فیزیک۱,مهر ۱۴۰۰,چیزی اضافه ایی نیست,6.0,4.0,1.0,10.0,1.0,1.0,فیزیک,چیزی اضافه ایی نیست,افشین نمیرانیان,سخت‌گیر,سخت‌گیر,"['اضافه', 'ایی']",Neutral,0,Negative,-0.6018742322921753
722,2022-02-24T19:11:57,غلامرضا رمضان نیا,مهندسی صنایع,نقشه کشی صنعتی۱,مهر 1400,استاد واقعا خوبی هستند. جداً برای دانشجو ها وقت میزارن. تکالیفتون رو نه برای نمره، برای بهتر شدن به دقت تصحیح میکنن. کمی تمرین میدهند، البته شاید بعضی اوقات زیاد.,10.0,10.0,10.0,10.0,10.0,10.0,مهندسی صنایع,استاد واقعا خوبی هستند. جدا برای دانشجو ها وقت میزارن. تکالیفتون رو نه برای نمره، برای بهتر شدن به دقت تصحیح میکنن. کمی تمرین میدهند، البته شاید بعضی اوقات زیاد.,غلامرضا رمضانی نیا,منصفانه,سخت‌گیر,"['استاد', 'واقعا', '.', 'جدا', 'دانشجو\u200cها', 'وقت', 'میزارن', '.', 'تکالیفتون', 'نمره', '،', 'دقت', 'تصحیح', 'میکنن', '.', 'تمرین', '،', 'اوقات', '.']",Neutral,0,Positive,0.9665237069129944
723,2022-02-24T19:37:56,غلامرضا رمضان نیا,مهندسی صنایع,نقشه کشی صنعتی,مهر 1400,"کلاس ها فوق العاده فرسایشی است ،هر هفته تکلیف میدهند و گویا نمره مثبتی داره،البته اگه تکالیف بخواد بهتون کمک کنه تهش یه نمره اضافه میشه!
در نرم افزار کتیا تدریس میکنند که یک نرم افزار سختیه نسبت به بقیه 
امتحانشون هم از کتیا است و علاقه ی زیادی به امتحان حضوری دارند!
از انجایی که فقط ایشون برا صنایع است ، راه دیگه ای برای این درس نیست.",7.0,7.0,2.0,7.0,6.0,9.0,مهندسی صنایع,کلاس ها فوق العاده فرسایشی است ،هر هفته تکلیف میدهند و گویا نمره مثبتی داره،البته اگه تکالیف بخواد بهتون کمک کنه تهش یه نمره اضافه میشه! در نرم افزار کتیا تدریس میکنند که یک نرم افزار سختیه نسبت به بقیه امتحانشون هم از کتیا است و علاقه ی زیادی به امتحان حضوری دارند! از انجایی که فقط ایشون برا صنایع است ، راه دیگه ای برای این درس نیست.,غلامرضا رمضانی نیا,نامشخص,آزاد,"['کلاس\u200cها', 'فوق\u200cالعاده', 'فرسایشی', '،', 'هفته', 'تکلیف', 'گویا', 'نمره', 'مثبتی', 'داره', '،', 'اگه', 'تکالیف', 'بخواد', 'بهتون', 'کمک', 'کنه', 'تهش', 'یه', 'نمره', 'اضافه', 'میشه', '!', 'نرم\u200cافزار', 'کتیا', 'تدریس', 'نرم\u200cافزار', 'سختیه', 'بقیه', 'امتحانشون', 'کتیا', 'علاقه\u200cی', 'امتحان', 'حضوری', '!', 'انجایی', 'ایشون', 'برا', 'صنایع', '،', 'دیگه\u200cای', 'درس', '.']",Neutral,0,Neutral,0.0
724,2022-02-27T15:49:48,محمود میرطباطبایی,معارف,زبان عمومی,مهر 1400,"توصیه میکنم اصلا با ایشون برندارید نه تدریس خوبی دارن و نه خوب نمره میدن. امتحان هم زیاد و سخته و مطالب خارج از کتاب زیاد داره. در نهایت هم نمره ای که میدن خیلی از کمتر نمره واقعیه. 
در کل اصلا توصیه نمیکنم",3.0,3.0,1.0,3.0,1.0,1.0,معارف,توصیه میکنم اصلا با ایشون برندارید نه تدریس خوبی دارن و نه خوب نمره میدن. امتحان هم زیاد و سخته و مطالب خارج از کتاب زیاد داره. در نهایت هم نمره ای که میدن خیلی از کمتر نمره واقعیه. در کل اصلا توصیه نمیکنم,محمود میرطباطبایی,سخت‌گیر,سخت‌گیر,"['توصیه', 'اصلا', 'ایشون', 'برندارید', 'تدریس', 'دارن', 'نمره', 'میدن', '.', 'امتحان', 'سخته', 'مطالب', 'خارج', 'کتاب', 'داره', '.', 'نهایت', 'نمره\u200cای', 'میدن', 'کمتر', 'نمره', 'واقعیه', '.', 'اصلا', 'توصیه', 'نمی\u200cکنم']",Neutral,0,Negative,-0.9775607585906982
725,2022-02-27T15:59:33,جواد غفاری,معارف,اخلاق اسلامی,مهر 99,"توصیه میکنم اگر بین مردن و کلاس ایشون قرار شد یکی رو انتخاب کنید مردن رو انتخاب کنید
سر کلاس همیشه خوش رو هستن
 با همین خوش رویی جوری سوال میپرسن ازتون که ...
هر جلسه هم پرسش دارن
امتحان پایان ترمشون هم که امتحان نبود
حتی با جزوه باز هم نمیشد نمره کامل گرفت
با وجود اینکه در درس دانش خانواده ازشون تعریف شنیدم
در کل برای اخلاق توصیه به هیچ وجه نمیکنم",1.0,1.0,1.0,1.0,1.0,1.0,معارف,توصیه میکنم اگر بین مردن و کلاس ایشون قرار شد یکی رو انتخاب کنید مردن رو انتخاب کنید سر کلاس همیشه خوش رو هستن با همین خوش رویی جوری سوال میپرسن ازتون که ... هر جلسه هم پرسش دارن امتحان پایان ترمشون هم که امتحان نبود حتی با جزوه باز هم نمیشد نمره کامل گرفت با وجود اینکه در درس دانش خانواده ازشون تعریف شنیدم در کل برای اخلاق توصیه به هیچ وجه نمیکنم,جواد غفاری,سخت‌گیر,سخت‌گیر,"['توصیه', 'مردن', 'کلاس', 'ایشون', 'قرار', 'انتخاب', 'مردن', 'انتخاب', 'سر', 'کلاس', 'خوش\u200cرو', 'هستن', 'خوش', 'رویی', 'جوری', 'سوال', 'میپرسن', 'ازتون', '…', 'جلسه', 'پرسش', 'دارن', 'امتحان', 'پایان', 'ترمشون', 'امتحان', 'جزوه', 'نمی\u200cشد', 'نمره', 'درس', 'دانش', 'خانواده', 'ازشون', 'تعریف', 'شنیدم', 'اخلاق', 'توصیه', 'وجه', 'نمی\u200cکنم']",Neutral,0,Negative,-0.8874287009239197
728,2022-02-28T13:22:01,مهدی نجاریان,تربیت بدنی,تربیت بدنی۱-ورزش۱,مهر 1400,استاد خوبی هستند. درسته منصفانه نمره میدهند ولی ارفاق هم دارند. استادی سرزنده هستند. البته با وجود این که کلاس ایشان نکات و پیچیدگی نداره ولی باز هم قشنگ درس میدهند. من الان دو ترم پشت هم با ایشان برداشتم و میگویم استاد عالی هستند.,9.0,9.0,10.0,10.0,10.0,10.0,تربیت بدنی,استاد خوبی هستند. درسته منصفانه نمره میدهند ولی ارفاق هم دارند. استادی سرزنده هستند. البته با وجود این که کلاس ایشان نکات و پیچیدگی نداره ولی باز هم قشنگ درس میدهند. من الان دو ترم پشت هم با ایشان برداشتم و میگویم استاد عالی هستند.,مهدی نجاریان,منصفانه,سخت‌گیر,"['استاد', '.', 'درسته', 'منصفانه', 'نمره', 'ارفاق', '.', 'استادی', 'سرزنده', '.', 'این\u200cکه', 'کلاس', 'نکات', 'پیچیدگی', 'نداره', 'قشنگ', 'درس', '.', 'الان', 'ترم', 'برداشتم', 'می\u200cگویم', 'استاد', '.']",Neutral,0,Positive,0.9676429629325867
729,2022-02-28T19:41:50,جواد غفاری,معارف,دانش جمعیت و خانواده,مهر 1400,استاد با اخلاقی هستند.دوست دارند تو بحثا شرکت کنید.ولی اگه تا اواسط ترم تو هیچ بحثی صرکت نکنید صدا میزنند و سوال مپیرسند.استادی هستند که اگه بهشون بگید سر کار میرید باهاتون راه میان،ولی باید بهشون حتما اطلاع بدید.تو حضور غیاب دقیق هستند.در ترم ما که ۴ نمره اضافی گذاشتند.و اینکه از نظر دانش مسائل خانوادگی واقعا پخته و عالی هستند. طبیعتا اگه کار کلاسی و فعالیت نداسته باشید و حداقل مطالعه لازم رو نداشته باشید،هم امتحانش سخته و هم نمره جالبی نمیگیرید.,10.0,10.0,10.0,10.0,10.0,10.0,معارف,استاد با اخلاقی هستند.دوست دارند تو بحثا شرکت کنید.ولی اگه تا اواسط ترم تو هیچ بحثی صرکت نکنید صدا میزنند و سوال مپیرسند.استادی هستند که اگه بهشون بگید سر کار میرید باهاتون راه میان،ولی باید بهشون حتما اطلاع بدید.تو حضور غیاب دقیق هستند.در ترم ما که ۴ نمره اضافی گذاشتند.و اینکه از نظر دانش مسائل خانوادگی واقعا پخته و عالی هستند. طبیعتا اگه کار کلاسی و فعالیت نداسته باشید و حداقل مطالعه لازم رو نداشته باشید،هم امتحانش سخته و هم نمره جالبی نمیگیرید.,جواد غفاری,منصفانه,سخت‌گیر,"['استاد', 'اخلاقی', '.', 'دوست', 'بحثا', 'شرکت', '.', 'اگه', 'اواسط', 'ترم', 'بحثی', 'صرکت', 'نکنید', 'صدا', 'می\u200cزنند', 'سوال', 'مپیرسند', '.', 'استادی', 'اگه', 'بهشون', 'بگید', 'سر', 'کار', 'می\u200cرید', 'باهاتون', '،', 'بهشون', 'حتما', 'اطلاع', 'بدید', '.', 'حضور', 'غیاب', 'دقیق', '.', 'ترم', '۴', 'نمره', 'اضافی', 'گذاشتند', '.', 'دانش', 'مسائل', 'خانوادگی', 'واقعا', 'پخته', '.', 'طبیعتا', 'اگه', 'کار', 'کلاسی', 'فعالیت', 'نداسته', 'باشید', 'مطالعه', 'نداشته_باشید', '،', 'امتحانش', 'سخته', 'نمره', 'جالبی', 'نمی\u200cگیرید', '.']",Neutral,0,Positive,0.9207996129989624
730,2022-03-05T10:54:20,امید نیکان,ریاضی,ریاضی ۱,مهر 1400,"تو نمره دهی خیلی با دست باز نمره میدن ولی موقع تدریس خیلی جذب درسشون نمیشید اما با حوصله اگر ده بار هم متوجه نشید براتون توضیح میدن
تی ای تعیین میکنن در طول ترم که اصلا خوب نیستن در کل اگر نمره براتون مهمه با این استاد بردارید اگه میخواید یاد بگیرید درس رو استاد دیگری رو مد نظر داشته باشید",7.0,8.0,6.0,10.0,10.0,10.0,ریاضی,تو نمره دهی خیلی با دست باز نمره میدن ولی موقع تدریس خیلی جذب درسشون نمیشید اما با حوصله اگر ده بار هم متوجه نشید براتون توضیح میدن تی ای تعیین میکنن در طول ترم که اصلا خوب نیستن در کل اگر نمره براتون مهمه با این استاد بردارید اگه میخواید یاد بگیرید درس رو استاد دیگری رو مد نظر داشته باشید,امید نیکان,آسان,آزاد,"['نمره', 'دهی', 'دست', 'نمره', 'میدن', 'موقع', 'تدریس', 'جذب', 'درسشون', 'نمیشید', 'حوصله', 'ده', 'متوجه', 'نشید', 'براتون', 'توضیح', 'میدن', 'تی\u200cای', 'میکنن', 'ترم', 'اصلا', 'نیستن', 'نمره', 'براتون', 'مهمه', 'استاد', 'بردارید', 'اگه', 'میخواید', 'یاد', 'بگیرید', 'درس', 'استاد', 'مد', 'داشته_باشید']",Neutral,0,Neutral,0.0
731,2022-04-11T12:52:11,احمد چلداوي,برق,سيگنال,قبل از سال 94,چیزی اضافه ایی نیست,8.0,9.0,9.0,8.0,8.0,8.0,برق,چیزی اضافه ایی نیست,احمد چلداوی,سخت‌گیر,آزاد,"['اضافه', 'ایی']",Neutral,0,Negative,-0.6018742322921753
732,2022-04-25T19:11:12,مهدی علائیان,ریاضی,مبانی جبر، تاریخ ریاضیات، نظریه کدگذاری,مهر 1400,چیزی اضافه ایی نیست,10.0,10.0,10.0,10.0,10.0,10.0,ریاضی,چیزی اضافه ایی نیست,مهدی علائیان,منصفانه,سخت‌گیر,"['اضافه', 'ایی']",Neutral,0,Negative,-0.6018742322921753
733,2022-04-25T19:16:12,مهدی نجفی خواه,ریاضی,مبانی ریاضی,بهمن 99,چیزی اضافه ایی نیست,10.0,10.0,10.0,10.0,10.0,10.0,ریاضی,چیزی اضافه ایی نیست,مهدی نجفی خواه,آسان,آزاد,"['اضافه', 'ایی']",Neutral,0,Negative,-0.6018742322921753
734,2022-04-25T19:17:21,رضا سعادتی,ریاضی,مبانی آنالیز,بهمن 98,چیزی اضافه ایی نیست,10.0,10.0,10.0,10.0,10.0,10.0,ریاضی,چیزی اضافه ایی نیست,رضا سعادتی,آسان,آزاد,"['اضافه', 'ایی']",Neutral,0,Negative,-0.6018742322921753
735,2022-04-25T19:19:42,اکبر دهقان نژاد,ریاضی,مبانی هندسه,مهر 1400,چیزی اضافه ایی نیست,7.0,6.0,8.0,9.0,10.0,10.0,ریاضی,چیزی اضافه ایی نیست,اکبر دهقان نژاد,منصفانه,آزاد,"['اضافه', 'ایی']",Neutral,0,Negative,-0.6018742322921753
736,2022-04-25T20:03:21,منوچهر خاصی,ریاضی,ریاضی عمومی ۱ و ۲ رشته ریاضی,مهر 98,ماشاءالله استاد بسیار خوبی هستند ولی نکته مهم علاوه بر تلاش برای مطالعه در امتحان این است که به نظر من فعالیت کلاسی و این که خود را به استاد نشان بدهید تاثیر مهمی در نمره پایانی دارد‌.,9.0,10.0,10.0,10.0,9.0,10.0,ریاضی,ماشاءالله استاد بسیار خوبی هستند ولی نکته مهم علاوه بر تلاش برای مطالعه در امتحان این است که به نظر من فعالیت کلاسی و این که خود را به استاد نشان بدهید تاثیر مهمی در نمره پایانی دارد .,منوچهر خاصی,منصفانه,سخت‌گیر,"['ماشاءالله', 'استاد', 'نکته', 'تلاش', 'مطالعه', 'امتحان', 'فعالیت', 'کلاسی', 'این\u200cکه', 'استاد', 'نشان', 'بدهید', 'تاثیر', 'مهمی', 'نمره', 'پایانی', '.']",Neutral,0,Positive,0.9502782821655273
737,2022-05-30T20:36:10,افسانه ملاحسینی,شیمی,شیمی عمومی یک,مهر 1400,در کل استاد خوبی هستند ولی خیلی از بی نظمی بدشون میاد و ممکنه سر پرسیدن سوال زیاد عصبانی بشن. در کل خیلی باهاشون کلنجار نرید و همه تکلیفا بخصوص تکالیف تشویقی شو انجام بدید نمره قابل قبولی می‌گیرید,9.0,10.0,10.0,9.0,9.0,8.0,شیمی,در کل استاد خوبی هستند ولی خیلی از بی نظمی بدشون میاد و ممکنه سر پرسیدن سوال زیاد عصبانی بشن. در کل خیلی باهاشون کلنجار نرید و همه تکلیفا بخصوص تکالیف تشویقی شو انجام بدید نمره قابل قبولی می گیرید,افسانه ملاحسینی,منصفانه,آزاد,"['استاد', 'نظمی', 'بدشون', 'میاد', 'ممکنه', 'سر', 'پرسیدن', 'سوال', 'عصبانی', 'بشن', '.', 'باهاشون', 'کلنجار', 'نرید', 'تکلیفا', 'بخصوص', 'تکالیف', 'تشویقی', 'شو', 'انجام', 'بدید', 'نمره', 'قبولی', 'می\u200cگیرید']",Neutral,0,Positive,0.724961519241333
738,2022-05-30T21:09:20,سجاد صادقی,ریاضی,معادلات دیفرانسیل,بهمن 98,"من در ترمی با ایشون داشتم که اولش حضوری و بقیه مجازی بود و اولین ترم مجازی بود و بنابراین روند کلاس ممکنه با روند اصلی ایشون متفاوت باشه. ما میان ترم نداشتیم و همه مباحث در پایان ترم بود و استاد تمرین تحویلی داشتند و تی ای ایشون هم تمرین میداد و باید تحویل داده میشد.
خوش اخلاق و خوش برخورد هستند.
برای نمره باید تلاش کرد و الکی نمره به کسی نمیدهند.",10.0,10.0,9.0,10.0,10.0,10.0,ریاضی,من در ترمی با ایشون داشتم که اولش حضوری و بقیه مجازی بود و اولین ترم مجازی بود و بنابراین روند کلاس ممکنه با روند اصلی ایشون متفاوت باشه. ما میان ترم نداشتیم و همه مباحث در پایان ترم بود و استاد تمرین تحویلی داشتند و تی ای ایشون هم تمرین میداد و باید تحویل داده میشد. خوش اخلاق و خوش برخورد هستند. برای نمره باید تلاش کرد و الکی نمره به کسی نمیدهند.,سجاد صادقی,منصفانه,نامشخص,"['ترمی', 'ایشون', 'داشتم', 'اولش', 'حضوری', 'بقیه', 'مجازی', 'ترم', 'مجازی', 'کلاس', 'ممکنه', 'اصلی', 'ایشون', 'باشه', '.', 'ترم', 'نداشتیم', 'مباحث', 'پایان', 'ترم', 'استاد', 'تمرین', 'تحویلی', 'تی\u200cای', 'ایشون', 'تمرین', 'می\u200cداد', 'تحویل', 'داده_می\u200cشد', '.', 'خوش\u200cاخلاق', 'خوش\u200cبرخورد', '.', 'نمره', 'تلاش', 'الکی', 'نمره', 'نمی\u200cدهند', '.']",Negative,-1,Neutral,0.0
739,2022-06-02T11:39:01,دکتر رضا احمدی,ریاضی,آمار و احتمالات مهندسی,بهمن 1400,"استاد واقعا وقت میذارن و براشون مهمه که یادگیری کامل برای دانشجو ها اتفاق بیوفته و سعی میکنن به درس علاقه مند کنن 
یه سری سوال امتیازی هم دارن 
استاد خوبیه در کل پیشنهاد میشه:)",10.0,10.0,10.0,10.0,10.0,10.0,ریاضی,استاد واقعا وقت میذارن و براشون مهمه که یادگیری کامل برای دانشجو ها اتفاق بیوفته و سعی میکنن به درس علاقه مند کنن یه سری سوال امتیازی هم دارن استاد خوبیه در کل پیشنهاد میشه:),رضا احمدی,منصفانه,آزاد,"['استاد', 'واقعا', 'وقت', 'میذارن', 'براشون', 'مهمه', 'یادگیری', 'دانشجو\u200cها', 'اتفاق', 'بیوفته', 'میکنن', 'درس', 'علاقه\u200cمند', 'کنن', 'یه', 'سری', 'سوال', 'امتیازی', 'دارن', 'استاد', 'خوبیه', 'پیشنهاد', 'میشه', ':', ')']",Neutral,0,Positive,0.978131890296936
740,2022-06-02T14:30:31,فاطمه متقی,ریاضی,ریاضی ۱,بهمن 1400,چیزی اضافه ایی نیست,10.0,10.0,10.0,10.0,10.0,10.0,ریاضی,چیزی اضافه ایی نیست,فاطمه سادات متقی,منصفانه,سخت‌گیر,"['اضافه', 'ایی']",Neutral,0,Negative,-0.6018742322921753
742,2022-06-15T18:43:45,اکبر دهقان نژاد,ریاضی,ریاضی 2,بهمن 1400,فقط اینو بگم که ۶۰ درصد بچه های کلاس رو انداخت، و اینکه تدریسشون اصلا خوب نیست...,3.0,3.0,3.0,3.0,2.0,1.0,ریاضی,فقط اینو بگم که ۶۰ درصد بچه های کلاس رو انداخت، و اینکه تدریسشون اصلا خوب نیست...,اکبر دهقان نژاد,سخت‌گیر,آزاد,"['اینو', 'بگم', '۶۰', 'درصد', 'بچه\u200cهای', 'کلاس', 'انداخت', '،', 'تدریسشون', 'اصلا', '…']",Neutral,0,Negative,-0.8437898755073547
743,2022-06-15T18:47:25,احمدرضا شاه علی,معارف,انقلاب,بهمن 1400,یکِ معارف,10.0,10.0,10.0,10.0,10.0,10.0,معارف,یک معارف,احمد رضا شاه علی,آسان,سخت‌گیر,['معارف'],Neutral,0,Positive,0.7957894802093506
744,2022-06-16T10:50:19,غلامرضا رمضان نیا,مهندسی صنایع,نقشه کشی صنعتی,مهر 1400,چیزی اضافه ایی نیست,9.0,8.0,6.0,1.0,10.0,10.0,مهندسی صنایع,چیزی اضافه ایی نیست,غلامرضا رمضانی نیا,منصفانه,نامشخص,"['اضافه', 'ایی']",Neutral,0,Negative,-0.6018742322921753
745,2022-06-16T10:53:39,مهدی نجفی خواه,ریاضی,ریاضی ۲,بهمن 1400,چیزی اضافه ایی نیست,9.0,10.0,8.0,10.0,9.0,10.0,ریاضی,چیزی اضافه ایی نیست,مهدی نجفی خواه,آسان,سخت‌گیر,"['اضافه', 'ایی']",Neutral,0,Negative,-0.6018742322921753
746,2022-06-16T11:08:22,مهدی نجفی خواه,ریاضی,ریاضی عمومی ۲,بهمن 1400,چیزی اضافه ایی نیست,8.0,6.0,3.0,9.0,1.0,10.0,ریاضی,چیزی اضافه ایی نیست,مهدی نجفی خواه,منصفانه,سخت‌گیر,"['اضافه', 'ایی']",Neutral,0,Negative,-0.6018742322921753
747,2022-06-16T11:08:30,سمیه سعیدی نژاد,ریاضی,ریاضی 2,بهمن 1400,چیزی اضافه ایی نیست,8.0,9.0,1.0,8.0,7.0,6.0,ریاضی,چیزی اضافه ایی نیست,سمیه سعیدی نژاد,سخت‌گیر,آزاد,"['اضافه', 'ایی']",Neutral,0,Negative,-0.6018742322921753
748,2022-06-16T11:19:32,مجتبی استوار,معارف,انقلاب اسلامی,بهمن 1400,"بسیار ادم خوش فکر و خوش عقیده ای هستن
اصلا اهل اذیت کردن دانشجو نیستن 
بعضی از جلسات حضور غیاب میکنن
برای امتحان سه سوال بود که دوتا از سوالا رو باید طبق نظر خودمون جواب میدادیم و یک سوال از جزوه ۲۰ اسلایدی ایشون بود
در کل یکی از بهترین استاد هایی که میشه انتخاب کرد",10.0,10.0,10.0,10.0,10.0,10.0,معارف,بسیار ادم خوش فکر و خوش عقیده ای هستن اصلا اهل اذیت کردن دانشجو نیستن بعضی از جلسات حضور غیاب میکنن برای امتحان سه سوال بود که دوتا از سوالا رو باید طبق نظر خودمون جواب میدادیم و یک سوال از جزوه ۲۰ اسلایدی ایشون بود در کل یکی از بهترین استاد هایی که میشه انتخاب کرد,مجتبی استوار,آسان,سخت‌گیر,"['ادم', 'خوش\u200cفکر', 'خوش\u200cعقیده\u200cای', 'هستن', 'اصلا', 'اهل', 'اذیت', 'دانشجو', 'نیستن', 'جلسات', 'حضور', 'غیاب', 'میکنن', 'امتحان', 'سوال', 'دوتا', 'سوالا', 'خودمون', 'جواب', 'می\u200cدادیم', 'سوال', 'جزوه', '۲۰', 'اسلایدی', 'ایشون', 'استاد\u200cهایی', 'میشه', 'انتخاب']",Positive,1,Positive,0.9832662343978882
749,2022-06-16T12:31:16,شاهرخ شاه حسینی,مهندسی شیمی,انتقال حرارت,بهمن 1400,"به هیچ وجه با این استاد درس بر ندارین
افتضاحه...کلا خودتون باید بخونید تا بفهمیدم
هیچ انتظاری از یاد گرفتن سر کلاس نداشته باشین",1.0,1.0,1.0,5.0,3.0,8.0,مهندسی شیمی,به هیچ وجه با این استاد درس بر ندارین افتضاحه...کلا خودتون باید بخونید تا بفهمیدم هیچ انتظاری از یاد گرفتن سر کلاس نداشته باشین,شاهرخ شاه حسینی,سخت‌گیر,سخت‌گیر,"['وجه', 'استاد', 'درس', 'ندارین', 'افتضاحه', '…کلا', 'خودتون', 'بخونید', 'بفهمیدم', 'انتظاری', 'یاد', 'گرفتن', 'سر', 'کلاس', 'نداشته', 'باشین']",Neutral,0,Negative,-0.979106068611145
750,2022-06-16T19:18:59,سمانه مشهدی,ریاضی,مبانی ترکیبیات - مبانی علوم ریاضی - ترکیبیات و کاربردها رمزنگاری-,مهر 98,"به جز رمزنگاری در دو درس قبلی تمرین تحویلی داشتند،  حضور غیاب فقط گاهی اوقات کردند اما به نظر من فعالیت و حضور سر کلاس تاثیر خوبی بر نمره داره
در کل استاد خوبی هستند",9.0,10.0,9.0,10.0,8.0,10.0,ریاضی,به جز رمزنگاری در دو درس قبلی تمرین تحویلی داشتند، حضور غیاب فقط گاهی اوقات کردند اما به نظر من فعالیت و حضور سر کلاس تاثیر خوبی بر نمره داره در کل استاد خوبی هستند,سمانه مشهدی,آسان,آزاد,"['رمزنگاری', 'درس', 'قبلی', 'تمرین', 'تحویلی', '،', 'حضور', 'غیاب', 'گاهی', 'اوقات', 'فعالیت', 'حضور', 'سر', 'کلاس', 'تاثیر', 'نمره', 'داره', 'استاد']",Neutral,0,Positive,0.8689382076263428
